PA,SZ,AG,Population,Year
Tukang,Tukang,75_to_79,0.0,2018
Tukang,Tukang,80_to_84,0.0,2018
Tukang,Tukang,85_and_over,0.0,2018
Brickworks,Brickworks,0_to_4,2710.0,2018
Brickworks,Brickworks,5_to_9,1200.0,2018
Brickworks,Brickworks,10_to_14,850.0,2018
Brickworks,Brickworks,15_to_19,730.0,2018
Brickworks,Brickworks,20_to_24,660.0,2018
Brickworks,Brickworks,25_to_29,2280.0,2018
Brickworks,Brickworks,30_to_34,3540.0,2018
Brickworks,Brickworks,35_to_39,1670.0,2018
Brickworks,Brickworks,40_to_44,1460.0,2018
Brickworks,Brickworks,45_to_49,1280.0,2018
Brickworks,Brickworks,50_to_54,990.0,2018
Brickworks,Brickworks,55_to_59,790.0,2018
Brickworks,Brickworks,60_to_64,640.0,2018
Brickworks,Brickworks,65_to_69,430.0,2018
Brickworks,Brickworks,70_to_74,270.0,2018
Brickworks,Brickworks,75_to_79,140.0,2018
Brickworks,Brickworks,80_to_84,90.0,2018
Brickworks,Brickworks,85_and_over,90.0,2018
Bukit Batok Central,Bukit Batok Central,0_to_4,1310.0,2018
Bukit Batok Central,Bukit Batok Central,5_to_9,1230.0,2018
Bukit Batok Central,Bukit Batok Central,10_to_14,1340.0,2018
Bukit Batok Central,Bukit Batok Central,15_to_19,1490.0,2018
Bukit Batok Central,Bukit Batok Central,20_to_24,1560.0,2018
Bukit Batok Central,Bukit Batok Central,25_to_29,1900.0,2018
Bukit Batok Central,Bukit Batok Central,30_to_34,2460.0,2018
Bukit Batok Central,Bukit Batok Central,35_to_39,1950.0,2018
Bukit Batok Central,Bukit Batok Central,40_to_44,1860.0,2018
Bukit Batok Central,Bukit Batok Central,45_to_49,1940.0,2018
Bukit Batok Central,Bukit Batok Central,50_to_54,1960.0,2018
Bukit Batok Central,Bukit Batok Central,55_to_59,2020.0,2018
Bukit Batok Central,Bukit Batok Central,60_to_64,2100.0,2018
Bukit Batok Central,Bukit Batok Central,65_to_69,1750.0,2018
Bukit Batok Central,Bukit Batok Central,70_to_74,1150.0,2018
Bukit Batok Central,Bukit Batok Central,75_to_79,570.0,2018
Bukit Batok Central,Bukit Batok Central,80_to_84,400.0,2018
Bukit Batok Central,Bukit Batok Central,85_and_over,320.0,2018
Bukit Batok East,Bukit Batok East,0_to_4,340.0,2018
Bukit Batok East,Bukit Batok East,5_to_9,340.0,2018
Bukit Batok East,Bukit Batok East,10_to_14,540.0,2018
Bukit Batok East,Bukit Batok East,15_to_19,600.0,2018
Bukit Batok East,Bukit Batok East,20_to_24,810.0,2018
Bukit Batok East,Bukit Batok East,25_to_29,960.0,2018
Bukit Batok East,Bukit Batok East,30_to_34,880.0,2018
Bukit Batok East,Bukit Batok East,35_to_39,810.0,2018
Bukit Batok East,Bukit Batok East,40_to_44,800.0,2018
Bukit Batok East,Bukit Batok East,45_to_49,970.0,2018
Bukit Batok East,Bukit Batok East,50_to_54,930.0,2018
Bukit Batok East,Bukit Batok East,55_to_59,1160.0,2018
Bukit Batok East,Bukit Batok East,60_to_64,1220.0,2018
Bukit Batok East,Bukit Batok East,65_to_69,1060.0,2018
Bukit Batok East,Bukit Batok East,70_to_74,640.0,2018
Bukit Batok East,Bukit Batok East,75_to_79,280.0,2018
Bukit Batok East,Bukit Batok East,80_to_84,200.0,2018
Bukit Batok East,Bukit Batok East,85_and_over,170.0,2018
Bukit Batok South,Bukit Batok South,0_to_4,690.0,2018
Bukit Batok South,Bukit Batok South,5_to_9,710.0,2018
Bukit Batok South,Bukit Batok South,10_to_14,760.0,2018
Bukit Batok South,Bukit Batok South,15_to_19,840.0,2018
Bukit Batok South,Bukit Batok South,20_to_24,1110.0,2018
Bukit Batok South,Bukit Batok South,25_to_29,1190.0,2018
Bukit Batok South,Bukit Batok South,30_to_34,1240.0,2018
Bukit Batok South,Bukit Batok South,35_to_39,1130.0,2018
Bukit Batok South,Bukit Batok South,40_to_44,930.0,2018
Bukit Batok South,Bukit Batok South,45_to_49,1010.0,2018
Bukit Batok South,Bukit Batok South,50_to_54,1180.0,2018
Bukit Batok South,Bukit Batok South,55_to_59,1310.0,2018
Bukit Batok South,Bukit Batok South,60_to_64,1160.0,2018
Bukit Batok South,Bukit Batok South,65_to_69,830.0,2018
Bukit Batok South,Bukit Batok South,70_to_74,440.0,2018
Bukit Batok South,Bukit Batok South,75_to_79,170.0,2018
Bukit Batok South,Bukit Batok South,80_to_84,140.0,2018
Bukit Batok South,Bukit Batok South,85_and_over,100.0,2018
Bukit Batok West,Bukit Batok West,0_to_4,660.0,2018
Bukit Batok West,Bukit Batok West,5_to_9,640.0,2018
Bukit Batok West,Bukit Batok West,10_to_14,710.0,2018
Bukit Batok West,Bukit Batok West,15_to_19,790.0,2018
Bukit Batok West,Bukit Batok West,20_to_24,950.0,2018
Bukit Batok West,Bukit Batok West,25_to_29,990.0,2018
Bukit Batok West,Bukit Batok West,30_to_34,1180.0,2018
Bukit Batok West,Bukit Batok West,35_to_39,1100.0,2018
Bukit Batok West,Bukit Batok West,40_to_44,1010.0,2018
Bukit Batok West,Bukit Batok West,45_to_49,1050.0,2018
Bukit Batok West,Bukit Batok West,50_to_54,1100.0,2018
Bukit Batok West,Bukit Batok West,55_to_59,1180.0,2018
Bukit Batok West,Bukit Batok West,60_to_64,1220.0,2018
Bukit Batok West,Bukit Batok West,65_to_69,1070.0,2018
Bukit Batok West,Bukit Batok West,70_to_74,640.0,2018
Bukit Batok West,Bukit Batok West,75_to_79,310.0,2018
Bukit Batok West,Bukit Batok West,80_to_84,200.0,2018
Bukit Batok West,Bukit Batok West,85_and_over,210.0,2018
Gombak,Gombak,0_to_4,350.0,2018
Gombak,Gombak,5_to_9,490.0,2018
Gombak,Gombak,10_to_14,590.0,2018
Gombak,Gombak,15_to_19,590.0,2018
Gombak,Gombak,20_to_24,620.0,2018
Gombak,Gombak,25_to_29,700.0,2018
Gombak,Gombak,30_to_34,610.0,2018
Gombak,Gombak,35_to_39,720.0,2018
Gombak,Gombak,40_to_44,840.0,2018
Gombak,Gombak,45_to_49,800.0,2018
Gombak,Gombak,50_to_54,750.0,2018
Gombak,Gombak,55_to_59,710.0,2018
Gombak,Gombak,60_to_64,630.0,2018
Gombak,Gombak,65_to_69,550.0,2018
Gombak,Gombak,70_to_74,400.0,2018
Gombak,Gombak,75_to_79,240.0,2018
Gombak,Gombak,80_to_84,170.0,2018
Gombak,Gombak,85_and_over,170.0,2018
Guilin,Guilin,0_to_4,430.0,2018
Guilin,Guilin,5_to_9,570.0,2018
Guilin,Guilin,10_to_14,650.0,2018
Guilin,Guilin,15_to_19,750.0,2018
Guilin,Guilin,20_to_24,830.0,2018
Guilin,Guilin,25_to_29,870.0,2018
Guilin,Guilin,30_to_34,850.0,2018
Guilin,Guilin,35_to_39,940.0,2018
Guilin,Guilin,40_to_44,940.0,2018
Guilin,Guilin,45_to_49,1100.0,2018
Guilin,Guilin,50_to_54,1110.0,2018
Guilin,Guilin,55_to_59,1100.0,2018
Guilin,Guilin,60_to_64,920.0,2018
Guilin,Guilin,65_to_69,750.0,2018
Guilin,Guilin,70_to_74,470.0,2018
Guilin,Guilin,75_to_79,270.0,2018
Guilin,Guilin,80_to_84,200.0,2018
Guilin,Guilin,85_and_over,190.0,2018
Hillview,Hillview,0_to_4,560.0,2018
Hillview,Hillview,5_to_9,720.0,2018
Hillview,Hillview,10_to_14,1040.0,2018
Hillview,Hillview,15_to_19,1350.0,2018
Hillview,Hillview,20_to_24,1600.0,2018
Hillview,Hillview,25_to_29,1490.0,2018
Hillview,Hillview,30_to_34,1060.0,2018
Hillview,Hillview,35_to_39,1010.0,2018
Hillview,Hillview,40_to_44,1200.0,2018
Hillview,Hillview,45_to_49,1640.0,2018
Hillview,Hillview,50_to_54,1840.0,2018
Hillview,Hillview,55_to_59,1860.0,2018
Hillview,Hillview,60_to_64,1400.0,2018
Hillview,Hillview,65_to_69,1080.0,2018
Hillview,Hillview,70_to_74,680.0,2018
Hillview,Hillview,75_to_79,360.0,2018
Hillview,Hillview,80_to_84,220.0,2018
Hillview,Hillview,85_and_over,200.0,2018
Hong Kah North,Hong Kah North,0_to_4,870.0,2018
Hong Kah North,Hong Kah North,5_to_9,930.0,2018
Hong Kah North,Hong Kah North,10_to_14,1210.0,2018
Hong Kah North,Hong Kah North,15_to_19,1440.0,2018
Hong Kah North,Hong Kah North,20_to_24,1680.0,2018
Hong Kah North,Hong Kah North,25_to_29,2110.0,2018
Hong Kah North,Hong Kah North,30_to_34,1800.0,2018
Hong Kah North,Hong Kah North,35_to_39,1650.0,2018
Hong Kah North,Hong Kah North,40_to_44,1630.0,2018
Hong Kah North,Hong Kah North,45_to_49,1900.0,2018
Hong Kah North,Hong Kah North,50_to_54,2040.0,2018
Hong Kah North,Hong Kah North,55_to_59,2370.0,2018
Hong Kah North,Hong Kah North,60_to_64,2460.0,2018
Hong Kah North,Hong Kah North,65_to_69,1810.0,2018
Hong Kah North,Hong Kah North,70_to_74,1100.0,2018
Hong Kah North,Hong Kah North,75_to_79,540.0,2018
Hong Kah North,Hong Kah North,80_to_84,340.0,2018
Hong Kah North,Hong Kah North,85_and_over,270.0,2018
Alexandra Hill,Alexandra Hill,0_to_4,370.0,2018
Alexandra Hill,Alexandra Hill,5_to_9,420.0,2018
Alexandra Hill,Alexandra Hill,10_to_14,570.0,2018
Alexandra Hill,Alexandra Hill,15_to_19,630.0,2018
Alexandra Hill,Alexandra Hill,20_to_24,790.0,2018
Alexandra Hill,Alexandra Hill,25_to_29,870.0,2018
Alexandra Hill,Alexandra Hill,30_to_34,840.0,2018
Alexandra Hill,Alexandra Hill,35_to_39,720.0,2018
Alexandra Hill,Alexandra Hill,40_to_44,750.0,2018
Alexandra Hill,Alexandra Hill,45_to_49,950.0,2018
Alexandra Hill,Alexandra Hill,50_to_54,960.0,2018
Alexandra Hill,Alexandra Hill,55_to_59,1070.0,2018
Alexandra Hill,Alexandra Hill,60_to_64,1140.0,2018
Alexandra Hill,Alexandra Hill,65_to_69,1070.0,2018
Alexandra Hill,Alexandra Hill,70_to_74,950.0,2018
Alexandra Hill,Alexandra Hill,75_to_79,540.0,2018
Alexandra Hill,Alexandra Hill,80_to_84,410.0,2018
Alexandra Hill,Alexandra Hill,85_and_over,450.0,2018
Alexandra North,Alexandra North,0_to_4,160.0,2018
Alexandra North,Alexandra North,5_to_9,200.0,2018
Alexandra North,Alexandra North,10_to_14,160.0,2018
Alexandra North,Alexandra North,15_to_19,110.0,2018
Alexandra North,Alexandra North,20_to_24,100.0,2018
Alexandra North,Alexandra North,25_to_29,130.0,2018
Alexandra North,Alexandra North,30_to_34,240.0,2018
Alexandra North,Alexandra North,35_to_39,320.0,2018
Alexandra North,Alexandra North,40_to_44,330.0,2018
Alexandra North,Alexandra North,45_to_49,300.0,2018
Alexandra North,Alexandra North,50_to_54,180.0,2018
Alexandra North,Alexandra North,55_to_59,130.0,2018
Alexandra North,Alexandra North,60_to_64,100.0,2018
Alexandra North,Alexandra North,65_to_69,70.0,2018
Alexandra North,Alexandra North,70_to_74,40.0,2018
Alexandra North,Alexandra North,75_to_79,30.0,2018
Alexandra North,Alexandra North,80_to_84,20.0,2018
Alexandra North,Alexandra North,85_and_over,10.0,2018
Bukit Ho Swee,Bukit Ho Swee,0_to_4,460.0,2018
Bukit Ho Swee,Bukit Ho Swee,5_to_9,570.0,2018
Bukit Ho Swee,Bukit Ho Swee,10_to_14,560.0,2018
Bukit Ho Swee,Bukit Ho Swee,15_to_19,500.0,2018
Bukit Ho Swee,Bukit Ho Swee,20_to_24,620.0,2018
Bukit Ho Swee,Bukit Ho Swee,25_to_29,820.0,2018
Bukit Ho Swee,Bukit Ho Swee,30_to_34,930.0,2018
Bukit Ho Swee,Bukit Ho Swee,35_to_39,980.0,2018
Bukit Ho Swee,Bukit Ho Swee,40_to_44,960.0,2018
Bukit Ho Swee,Bukit Ho Swee,45_to_49,1010.0,2018
Bukit Ho Swee,Bukit Ho Swee,50_to_54,970.0,2018
Bukit Ho Swee,Bukit Ho Swee,55_to_59,1120.0,2018
Bukit Ho Swee,Bukit Ho Swee,60_to_64,1270.0,2018
Bukit Ho Swee,Bukit Ho Swee,65_to_69,1110.0,2018
Bukit Ho Swee,Bukit Ho Swee,70_to_74,930.0,2018
Bukit Ho Swee,Bukit Ho Swee,75_to_79,630.0,2018
Bukit Ho Swee,Bukit Ho Swee,80_to_84,490.0,2018
Bukit Ho Swee,Bukit Ho Swee,85_and_over,460.0,2018
Bukit Merah,Bukit Merah,0_to_4,30.0,2018
Bukit Merah,Bukit Merah,5_to_9,50.0,2018
Bukit Merah,Bukit Merah,10_to_14,60.0,2018
Bukit Merah,Bukit Merah,15_to_19,60.0,2018
Bukit Merah,Bukit Merah,20_to_24,70.0,2018
Bukit Merah,Bukit Merah,25_to_29,60.0,2018
Bukit Merah,Bukit Merah,30_to_34,60.0,2018
Bukit Merah,Bukit Merah,35_to_39,60.0,2018
Bukit Merah,Bukit Merah,40_to_44,70.0,2018
Bukit Merah,Bukit Merah,45_to_49,80.0,2018
Bukit Merah,Bukit Merah,50_to_54,90.0,2018
Bukit Merah,Bukit Merah,55_to_59,90.0,2018
Bukit Merah,Bukit Merah,60_to_64,70.0,2018
Bukit Merah,Bukit Merah,65_to_69,80.0,2018
Bukit Merah,Bukit Merah,70_to_74,90.0,2018
Bukit Merah,Bukit Merah,75_to_79,50.0,2018
Bukit Merah,Bukit Merah,80_to_84,30.0,2018
Bukit Merah,Bukit Merah,85_and_over,20.0,2018
City Terminals,City Terminals,0_to_4,0.0,2018
City Terminals,City Terminals,5_to_9,0.0,2018
City Terminals,City Terminals,10_to_14,0.0,2018
City Terminals,City Terminals,15_to_19,0.0,2018
City Terminals,City Terminals,20_to_24,0.0,2018
City Terminals,City Terminals,25_to_29,0.0,2018
City Terminals,City Terminals,30_to_34,0.0,2018
City Terminals,City Terminals,35_to_39,0.0,2018
City Terminals,City Terminals,40_to_44,0.0,2018
City Terminals,City Terminals,45_to_49,0.0,2018
City Terminals,City Terminals,50_to_54,0.0,2018
City Terminals,City Terminals,55_to_59,0.0,2018
City Terminals,City Terminals,60_to_64,0.0,2018
City Terminals,City Terminals,65_to_69,0.0,2018
City Terminals,City Terminals,70_to_74,0.0,2018
City Terminals,City Terminals,75_to_79,0.0,2018
City Terminals,City Terminals,80_to_84,0.0,2018
City Terminals,City Terminals,85_and_over,0.0,2018
Depot Road,Depot Road,0_to_4,350.0,2018
Depot Road,Depot Road,5_to_9,400.0,2018
Depot Road,Depot Road,10_to_14,380.0,2018
Depot Road,Depot Road,15_to_19,280.0,2018
Depot Road,Depot Road,20_to_24,280.0,2018
Depot Road,Depot Road,25_to_29,310.0,2018
Depot Road,Depot Road,30_to_34,470.0,2018
Depot Road,Depot Road,35_to_39,570.0,2018
Depot Road,Depot Road,40_to_44,670.0,2018
Depot Road,Depot Road,45_to_49,620.0,2018
Depot Road,Depot Road,50_to_54,440.0,2018
Depot Road,Depot Road,55_to_59,370.0,2018
Depot Road,Depot Road,60_to_64,340.0,2018
Depot Road,Depot Road,65_to_69,330.0,2018
Depot Road,Depot Road,70_to_74,320.0,2018
Depot Road,Depot Road,75_to_79,190.0,2018
Depot Road,Depot Road,80_to_84,120.0,2018
Depot Road,Depot Road,85_and_over,100.0,2018
Everton Park,Everton Park,0_to_4,220.0,2018
Everton Park,Everton Park,5_to_9,290.0,2018
Everton Park,Everton Park,10_to_14,310.0,2018
Everton Park,Everton Park,15_to_19,310.0,2018
Everton Park,Everton Park,20_to_24,330.0,2018
Everton Park,Everton Park,25_to_29,470.0,2018
Everton Park,Everton Park,30_to_34,510.0,2018
Everton Park,Everton Park,35_to_39,540.0,2018
Everton Park,Everton Park,40_to_44,590.0,2018
Everton Park,Everton Park,45_to_49,680.0,2018
Everton Park,Everton Park,50_to_54,570.0,2018
Everton Park,Everton Park,55_to_59,520.0,2018
Everton Park,Everton Park,60_to_64,580.0,2018
Everton Park,Everton Park,65_to_69,620.0,2018
Everton Park,Everton Park,70_to_74,500.0,2018
Everton Park,Everton Park,75_to_79,310.0,2018
Everton Park,Everton Park,80_to_84,250.0,2018
Everton Park,Everton Park,85_and_over,210.0,2018
Henderson Hill,Henderson Hill,0_to_4,440.0,2018
Henderson Hill,Henderson Hill,5_to_9,450.0,2018
Henderson Hill,Henderson Hill,10_to_14,490.0,2018
Henderson Hill,Henderson Hill,15_to_19,530.0,2018
Henderson Hill,Henderson Hill,20_to_24,660.0,2018
Henderson Hill,Henderson Hill,25_to_29,860.0,2018
Henderson Hill,Henderson Hill,30_to_34,930.0,2018
Henderson Hill,Henderson Hill,35_to_39,780.0,2018
Henderson Hill,Henderson Hill,40_to_44,780.0,2018
Henderson Hill,Henderson Hill,45_to_49,890.0,2018
Henderson Hill,Henderson Hill,50_to_54,1010.0,2018
Henderson Hill,Henderson Hill,55_to_59,1050.0,2018
Henderson Hill,Henderson Hill,60_to_64,1140.0,2018
Henderson Hill,Henderson Hill,65_to_69,970.0,2018
Henderson Hill,Henderson Hill,70_to_74,890.0,2018
Henderson Hill,Henderson Hill,75_to_79,550.0,2018
Henderson Hill,Henderson Hill,80_to_84,500.0,2018
Henderson Hill,Henderson Hill,85_and_over,430.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,0_to_4,220.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,5_to_9,240.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,10_to_14,340.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,15_to_19,350.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,20_to_24,430.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,25_to_29,530.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,30_to_34,490.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,35_to_39,490.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,40_to_44,540.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,45_to_49,650.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,50_to_54,690.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,55_to_59,720.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,60_to_64,780.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,65_to_69,790.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,70_to_74,700.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,75_to_79,420.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,80_to_84,360.0,2018
Kampong Tiong Bahru,Kampong Tiong Bahru,85_and_over,270.0,2018
Maritime Square,Maritime Square,0_to_4,200.0,2018
Maritime Square,Maritime Square,5_to_9,240.0,2018
Maritime Square,Maritime Square,10_to_14,190.0,2018
Maritime Square,Maritime Square,15_to_19,170.0,2018
Maritime Square,Maritime Square,20_to_24,110.0,2018
Maritime Square,Maritime Square,25_to_29,140.0,2018
Maritime Square,Maritime Square,30_to_34,180.0,2018
Maritime Square,Maritime Square,35_to_39,360.0,2018
Maritime Square,Maritime Square,40_to_44,430.0,2018
Maritime Square,Maritime Square,45_to_49,400.0,2018
Maritime Square,Maritime Square,50_to_54,310.0,2018
Maritime Square,Maritime Square,55_to_59,240.0,2018
Maritime Square,Maritime Square,60_to_64,190.0,2018
Maritime Square,Maritime Square,65_to_69,140.0,2018
Maritime Square,Maritime Square,70_to_74,120.0,2018
Maritime Square,Maritime Square,75_to_79,70.0,2018
Maritime Square,Maritime Square,80_to_84,70.0,2018
Maritime Square,Maritime Square,85_and_over,90.0,2018
Redhill,Redhill,0_to_4,490.0,2018
Redhill,Redhill,5_to_9,640.0,2018
Redhill,Redhill,10_to_14,660.0,2018
Redhill,Redhill,15_to_19,500.0,2018
Redhill,Redhill,20_to_24,470.0,2018
Redhill,Redhill,25_to_29,630.0,2018
Redhill,Redhill,30_to_34,650.0,2018
Redhill,Redhill,35_to_39,750.0,2018
Redhill,Redhill,40_to_44,1080.0,2018
Redhill,Redhill,45_to_49,900.0,2018
Redhill,Redhill,50_to_54,790.0,2018
Redhill,Redhill,55_to_59,730.0,2018
Redhill,Redhill,60_to_64,620.0,2018
Redhill,Redhill,65_to_69,510.0,2018
Redhill,Redhill,70_to_74,440.0,2018
Redhill,Redhill,75_to_79,270.0,2018
Redhill,Redhill,80_to_84,230.0,2018
Redhill,Redhill,85_and_over,260.0,2018
Singapore General Hospital,Singapore General Hospital,0_to_4,0.0,2018
Singapore General Hospital,Singapore General Hospital,5_to_9,0.0,2018
Singapore General Hospital,Singapore General Hospital,10_to_14,0.0,2018
Singapore General Hospital,Singapore General Hospital,15_to_19,0.0,2018
Singapore General Hospital,Singapore General Hospital,20_to_24,0.0,2018
Singapore General Hospital,Singapore General Hospital,25_to_29,0.0,2018
Singapore General Hospital,Singapore General Hospital,30_to_34,0.0,2018
Singapore General Hospital,Singapore General Hospital,35_to_39,0.0,2018
Singapore General Hospital,Singapore General Hospital,40_to_44,0.0,2018
Singapore General Hospital,Singapore General Hospital,45_to_49,0.0,2018
Singapore General Hospital,Singapore General Hospital,50_to_54,0.0,2018
Singapore General Hospital,Singapore General Hospital,55_to_59,0.0,2018
Singapore General Hospital,Singapore General Hospital,60_to_64,0.0,2018
Singapore General Hospital,Singapore General Hospital,65_to_69,0.0,2018
Singapore General Hospital,Singapore General Hospital,70_to_74,0.0,2018
Singapore General Hospital,Singapore General Hospital,75_to_79,0.0,2018
Singapore General Hospital,Singapore General Hospital,80_to_84,0.0,2018
Singapore General Hospital,Singapore General Hospital,85_and_over,0.0,2018
Telok Blangah Drive,Telok Blangah Drive,0_to_4,1190.0,2018
Telok Blangah Drive,Telok Blangah Drive,5_to_9,870.0,2018
Telok Blangah Drive,Telok Blangah Drive,10_to_14,740.0,2018
Telok Blangah Drive,Telok Blangah Drive,15_to_19,710.0,2018
Telok Blangah Drive,Telok Blangah Drive,20_to_24,710.0,2018
Telok Blangah Drive,Telok Blangah Drive,25_to_29,1090.0,2018
Telok Blangah Drive,Telok Blangah Drive,30_to_34,2010.0,2018
Telok Blangah Drive,Telok Blangah Drive,35_to_39,1680.0,2018
Telok Blangah Drive,Telok Blangah Drive,40_to_44,1550.0,2018
Telok Blangah Drive,Telok Blangah Drive,45_to_49,1390.0,2018
Telok Blangah Drive,Telok Blangah Drive,50_to_54,1180.0,2018
Telok Blangah Drive,Telok Blangah Drive,55_to_59,1230.0,2018
Telok Blangah Drive,Telok Blangah Drive,60_to_64,1200.0,2018
Telok Blangah Drive,Telok Blangah Drive,65_to_69,1150.0,2018
Telok Blangah Drive,Telok Blangah Drive,70_to_74,1110.0,2018
Telok Blangah Drive,Telok Blangah Drive,75_to_79,660.0,2018
Telok Blangah Drive,Telok Blangah Drive,80_to_84,480.0,2018
Telok Blangah Drive,Telok Blangah Drive,85_and_over,380.0,2018
Telok Blangah Rise,Telok Blangah Rise,0_to_4,350.0,2018
Telok Blangah Rise,Telok Blangah Rise,5_to_9,390.0,2018
Telok Blangah Rise,Telok Blangah Rise,10_to_14,430.0,2018
Telok Blangah Rise,Telok Blangah Rise,15_to_19,510.0,2018
Telok Blangah Rise,Telok Blangah Rise,20_to_24,580.0,2018
Telok Blangah Rise,Telok Blangah Rise,25_to_29,740.0,2018
Telok Blangah Rise,Telok Blangah Rise,30_to_34,660.0,2018
Telok Blangah Rise,Telok Blangah Rise,35_to_39,680.0,2018
Telok Blangah Rise,Telok Blangah Rise,40_to_44,840.0,2018
Telok Blangah Rise,Telok Blangah Rise,45_to_49,920.0,2018
Telok Blangah Rise,Telok Blangah Rise,50_to_54,850.0,2018
Telok Blangah Rise,Telok Blangah Rise,55_to_59,860.0,2018
Telok Blangah Rise,Telok Blangah Rise,60_to_64,1030.0,2018
Telok Blangah Rise,Telok Blangah Rise,65_to_69,1120.0,2018
Telok Blangah Rise,Telok Blangah Rise,70_to_74,970.0,2018
Telok Blangah Rise,Telok Blangah Rise,75_to_79,580.0,2018
Telok Blangah Rise,Telok Blangah Rise,80_to_84,360.0,2018
Telok Blangah Rise,Telok Blangah Rise,85_and_over,280.0,2018
Telok Blangah Way,Telok Blangah Way,0_to_4,240.0,2018
Telok Blangah Way,Telok Blangah Way,5_to_9,340.0,2018
Telok Blangah Way,Telok Blangah Way,10_to_14,380.0,2018
Telok Blangah Way,Telok Blangah Way,15_to_19,350.0,2018
Telok Blangah Way,Telok Blangah Way,20_to_24,380.0,2018
Telok Blangah Way,Telok Blangah Way,25_to_29,480.0,2018
Telok Blangah Way,Telok Blangah Way,30_to_34,460.0,2018
Telok Blangah Way,Telok Blangah Way,35_to_39,540.0,2018
Telok Blangah Way,Telok Blangah Way,40_to_44,690.0,2018
Telok Blangah Way,Telok Blangah Way,45_to_49,770.0,2018
Telok Blangah Way,Telok Blangah Way,50_to_54,680.0,2018
Telok Blangah Way,Telok Blangah Way,55_to_59,740.0,2018
Telok Blangah Way,Telok Blangah Way,60_to_64,820.0,2018
Telok Blangah Way,Telok Blangah Way,65_to_69,710.0,2018
Telok Blangah Way,Telok Blangah Way,70_to_74,620.0,2018
Telok Blangah Way,Telok Blangah Way,75_to_79,420.0,2018
Telok Blangah Way,Telok Blangah Way,80_to_84,310.0,2018
Telok Blangah Way,Telok Blangah Way,85_and_over,290.0,2018
Tiong Bahru,Tiong Bahru,0_to_4,690.0,2018
Tiong Bahru,Tiong Bahru,5_to_9,670.0,2018
Tiong Bahru,Tiong Bahru,10_to_14,560.0,2018
Tiong Bahru,Tiong Bahru,15_to_19,430.0,2018
Tiong Bahru,Tiong Bahru,20_to_24,440.0,2018
Tiong Bahru,Tiong Bahru,25_to_29,720.0,2018
Tiong Bahru,Tiong Bahru,30_to_34,1080.0,2018
Tiong Bahru,Tiong Bahru,35_to_39,1120.0,2018
Tiong Bahru,Tiong Bahru,40_to_44,1250.0,2018
Tiong Bahru,Tiong Bahru,45_to_49,1020.0,2018
Tiong Bahru,Tiong Bahru,50_to_54,800.0,2018
Tiong Bahru,Tiong Bahru,55_to_59,730.0,2018
Tiong Bahru,Tiong Bahru,60_to_64,790.0,2018
Tiong Bahru,Tiong Bahru,65_to_69,810.0,2018
Tiong Bahru,Tiong Bahru,70_to_74,690.0,2018
Tiong Bahru,Tiong Bahru,75_to_79,440.0,2018
Tiong Bahru,Tiong Bahru,80_to_84,340.0,2018
Tiong Bahru,Tiong Bahru,85_and_over,320.0,2018
Tiong Bahru Station,Tiong Bahru Station,0_to_4,560.0,2018
Tiong Bahru Station,Tiong Bahru Station,5_to_9,690.0,2018
Tiong Bahru Station,Tiong Bahru Station,10_to_14,830.0,2018
Tiong Bahru Station,Tiong Bahru Station,15_to_19,700.0,2018
Tiong Bahru Station,Tiong Bahru Station,20_to_24,670.0,2018
Tiong Bahru Station,Tiong Bahru Station,25_to_29,1050.0,2018
Tiong Bahru Station,Tiong Bahru Station,30_to_34,1010.0,2018
Tiong Bahru Station,Tiong Bahru Station,35_to_39,1060.0,2018
Tiong Bahru Station,Tiong Bahru Station,40_to_44,1230.0,2018
Tiong Bahru Station,Tiong Bahru Station,45_to_49,1250.0,2018
Tiong Bahru Station,Tiong Bahru Station,50_to_54,1110.0,2018
Tiong Bahru Station,Tiong Bahru Station,55_to_59,1070.0,2018
Tiong Bahru Station,Tiong Bahru Station,60_to_64,1050.0,2018
Tiong Bahru Station,Tiong Bahru Station,65_to_69,750.0,2018
Tiong Bahru Station,Tiong Bahru Station,70_to_74,780.0,2018
Tiong Bahru Station,Tiong Bahru Station,75_to_79,480.0,2018
Tiong Bahru Station,Tiong Bahru Station,80_to_84,440.0,2018
Tiong Bahru Station,Tiong Bahru Station,85_and_over,370.0,2018
